Type,Family,Common,Genus,BLH ,BLTVA,BCTV,Barcode,Query,Organism,Sequences,Date,Time,Region,Site,HostPlant ,Year
Tree,Rosaceae,Peach,Prunus,43,0,0,ITS,bc1155--bc1157,Prunus persica,64,"Friday, June 14, 2019",Early June,Pasco,WSU,Kochia,2019
Weed,Geraniaceae,Redstem Filaree,Erodium,43,0,0,ITS,bc1155--bc1157,Erodium cicutarium,10,"Friday, June 14, 2019",Early June,Pasco,WSU,Kochia,2019
Crop,Asteraceae,Lettuce,Lactuca,44,0,0,trnF,bc1108--bc1109,Lactuca sativa,2,"Friday, June 14, 2019",Early June,Pasco,WSU,Kochia,2019
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,44,0,0,trnF,bc1108--bc1109,Bassia littorea,2,"Friday, June 14, 2019",Early June,Pasco,WSU,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,44,0,0,ITS,bc1155--bc1156,Bassia scoparia,5,"Friday, June 14, 2019",Early June,Pasco,WSU,Kochia,2019
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,44,0,0,ITS,bc1155--bc1156,Chenopodium album,4,"Friday, June 14, 2019",Early June,Pasco,WSU,Kochia,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,44,0,0,ITS,bc1155--bc1156,Kali turgidum,5,"Friday, June 14, 2019",Early June,Pasco,WSU,Kochia,2019
Tree,Rosaceae,Peach,Prunus,44,0,0,ITS,bc1155--bc1156,Prunus persica,4,"Friday, June 14, 2019",Early June,Pasco,WSU,Kochia,2019
Weed,Geraniaceae,Heronsbill or Storksbill,Erodium,44,0,0,trnF,bc1108--bc1109,Erodium carvifolium,7,"Friday, June 14, 2019",Early June,Pasco,WSU,Kochia,2019
Weed,Geraniaceae,Redstem Filaree,Erodium,44,0,0,ITS,bc1155--bc1156,Erodium cicutarium,58,"Friday, June 14, 2019",Early June,Pasco,WSU,Kochia,2019
Crop,Apiaceae,Coriander or Cilantro,Coriandrum,45,0,0,trnF,bc1108--bc1115,Coriandrum sativum,2,"Friday, June 14, 2019",Early June,Pasco,WSU,Kochia,2019
Crop,Cucurbitaceae,Cucumber,Cucumis,45,0,0,ITS,bc1155--bc1159,Cucumis sativus,6,"Friday, June 14, 2019",Early June,Pasco,WSU,Kochia,2019
Crop,Vitaceae,Grape vine,Vitis,45,0,0,trnF,bc1108--bc1115,Vitis vinifera,10,"Friday, June 14, 2019",Early June,Pasco,WSU,Kochia,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,45,0,0,ITS,bc1155--bc1159,Brassica carinata,2,"Friday, June 14, 2019",Early June,Pasco,WSU,Kochia,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,45,0,0,trnF,bc1108--bc1115,Salsola komarovii,7,"Friday, June 14, 2019",Early June,Pasco,WSU,Kochia,2019
Tree,Oleaceae,Chinese Privet,Ligustrum,45,0,0,trnF,bc1108--bc1115,Ligustrum lucidum,7,"Friday, June 14, 2019",Early June,Pasco,WSU,Kochia,2019
Weed,Geraniaceae,Redstem Filaree,Erodium,45,0,0,ITS,bc1155--bc1159,Erodium cicutarium,26,"Friday, June 14, 2019",Early June,Pasco,WSU,Kochia,2019
Crop,Asteraceae,Lettuce,Lactuca,50,0,0,trnF,bc1108--bc1114,Lactuca sativa,13,"Friday, June 14, 2019",Early June,Pasco,WSU,Russian thistle,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,50,0,0,ITS,bc1135--bc1155,Brassica carinata,73,"Friday, June 14, 2019",Early June,Pasco,WSU,Russian thistle,2019
Mustard,Brassicaceae,Tumble Mustard,Sisymbrium altissimum,50,0,0,trnF,bc1108--bc1114,Sisymbrium altissimum,2,"Friday, June 14, 2019",Early June,Pasco,WSU,Russian thistle,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,50,0,0,ITS,bc1135--bc1155,Kali turgidum,303,"Friday, June 14, 2019",Early June,Pasco,WSU,Russian thistle,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,50,0,0,trnF,bc1108--bc1114,Salsola komarovii,68,"Friday, June 14, 2019",Early June,Pasco,WSU,Russian thistle,2019
Weed,Geraniaceae,Heronsbill or Storksbill,Erodium,50,0,0,trnF,bc1108--bc1114,Erodium carvifolium,2,"Friday, June 14, 2019",Early June,Pasco,WSU,Russian thistle,2019
Crop,Apiaceae,Coriander or Cilantro,Coriandrum,51,0,0,trnF,bc1108--bc1113,Coriandrum sativum,3,"Friday, June 14, 2019",Early June,Pasco,WSU,Russian thistle,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,51,0,0,ITS,bc1148--bc1155,Kali turgidum,317,"Friday, June 14, 2019",Early June,Pasco,WSU,Russian thistle,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,51,0,0,trnF,bc1108--bc1113,Salsola komarovii,259,"Friday, June 14, 2019",Early June,Pasco,WSU,Russian thistle,2019
Tree,Anacardiaceae,Chinese Pistachio,Pistacia,51,0,0,trnF,bc1108--bc1113,Pistacia chinensis,12,"Friday, June 14, 2019",Early June,Pasco,WSU,Russian thistle,2019
Weed,Geraniaceae,Redstem Filaree,Erodium,51,0,0,ITS,bc1148--bc1155,Erodium cicutarium,14,"Friday, June 14, 2019",Early June,Pasco,WSU,Russian thistle,2019
Cannabis,Cannabaceae,Cannabis,Cannabis,52,0,0,ITS,bc1140--bc1158,Cannabis sativa,3,"Thursday, June 20, 2019",Late June,Paterson,475,Pigweed,2019
Crop,Cucurbitaceae,Cucumber,Cucumis,52,0,0,ITS,bc1140--bc1158,Cucumis sativus,2,"Thursday, June 20, 2019",Late June,Paterson,475,Pigweed,2019
Crop,Asteraceae,Lettuce,Lactuca,52,0,0,trnF,bc1142--bc1176,Lactuca sativa,3,"Thursday, June 20, 2019",Late June,Paterson,475,Pigweed,2019
Crop,Brassicaceae,Radish,Raphanus,52,0,0,trnF,bc1142--bc1176,Raphanus sativus,2,"Thursday, June 20, 2019",Late June,Paterson,475,Pigweed,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,52,0,0,ITS,bc1140--bc1158,Bassia scoparia,13,"Thursday, June 20, 2019",Late June,Paterson,475,Pigweed,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,52,0,0,ITS,bc1140--bc1158,Brassica carinata,120,"Thursday, June 20, 2019",Late June,Paterson,475,Pigweed,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,52,0,0,ITS,bc1140--bc1158,Brassica carinata,64,"Thursday, June 20, 2019",Late June,Paterson,475,Pigweed,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,52,0,0,ITS,bc1140--bc1158,Solanum pinnatisectum,3,"Thursday, June 20, 2019",Late June,Paterson,475,Pigweed,2019
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,52,0,0,trnF,bc1142--bc1176,Amaranthus blitum,48,"Thursday, June 20, 2019",Late June,Paterson,475,Pigweed,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,52,0,0,ITS,bc1140--bc1158,Amaranthus hybridus,1061,"Thursday, June 20, 2019",Late June,Paterson,475,Pigweed,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,52,0,0,ITS,bc1140--bc1158,Kali turgidum,8,"Thursday, June 20, 2019",Late June,Paterson,475,Pigweed,2019
Tree,Rutaceae,Sweet orange,Citrus,52,0,0,ITS,bc1140--bc1158,Citrus sinensis,2,"Thursday, June 20, 2019",Late June,Paterson,475,Pigweed,2019
Weed,Brassicaceae,Wild cabbage/Kale,Brassica,52,0,0,ITS,bc1140--bc1158,Brassica oleracea,2,"Thursday, June 20, 2019",Late June,Paterson,475,Pigweed,2019
Weed,Asteraceae,Prickly Lettuce,Lactuca,52,0,0,ITS,bc1140--bc1158,Lactuca serriola,40,"Thursday, June 20, 2019",Late June,Paterson,475,Pigweed,2019
Cannabis,Cannabaceae,Cannabis,Cannabis,54,0,0,ITS,bc1140--bc1157,Cannabis sativa,89,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,54,0,0,ITS,bc1140--bc1157,Chenopodium album,249,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Nightshade,Solanaceae,American Black Nightshade,Solanum,54,0,0,ITS,bc1140--bc1157,Solanum nigrum/americanum,470,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Nightshade,Solanaceae,White-Flowered Nightshade,Solanum,54,0,0,trnF,bc1142--bc1177,Solanum physalifolium,6,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,54,0,0,ITS,bc1140--bc1157,Solanum pinnatisectum,2,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,54,0,0,ITS,bc1140--bc1157,Amaranthus hybridus,7,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Tree,Oleaceae,Common Olive,Olea,54,0,0,ITS,bc1140--bc1157,Olea europaea,4,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Weed,Zygophyllaceae,Puncture Vine,Tribulus,54,0,0,ITS,bc1140--bc1157,Tribulus terrestris,140,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Cannabis,Cannabaceae,Cannabis,Cannabis,56,0,0,ITS,bc1140--bc1156,Cannabis sativa,10,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Shrub,Solanaceae,African Boxthorn,Lycium,56,0,0,trnF,bc1142--bc1178,Lycium ferocissimum,3,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,56,0,0,ITS,bc1140--bc1156,Chenopodium album,2,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,56,0,0,ITS,bc1140--bc1156,Brassica carinata,47,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Nightshade,Solanaceae,American Black Nightshade,Solanum,56,0,0,ITS,bc1140--bc1156,Solanum nigrum/americanum,14,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,56,0,0,ITS,bc1140--bc1156,Solanum pinnatisectum,3,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Potato,Solanaceae,Potato,Solanum,56,0,0,trnF,bc1142--bc1178,Solanum tuberosum,2,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Tree,Sapindaceae,Red maple,Acer,56,0,0,ITS,bc1140--bc1156,Acer rubrum,3,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Tree,Malvaceae,Linden,Tilia,56,0,0,ITS,bc1140--bc1156,Tilia x,2,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Weed,Asteraceae,Artemisia Makino,Artemisia,56,0,0,ITS,bc1140--bc1156,Artemisia fukudo,2,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Weed,Asteraceae,Horseweed,Erigeron,56,0,0,ITS,bc1140--bc1156,Erigeron canadensis,2,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Weed,Geraniaceae,Heronsbill or Storksbill,Erodium,56,0,0,trnF,bc1142--bc1178,Erodium carvifolium,4,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Weed,Convolvulaceae,Ginger-leaf Morning Glory,Ipomoea,56,0,0,ITS,bc1140--bc1156,Ipomoea asarifolia,2,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Weed,Malvaceae,Little Mallow,Malva,56,0,0,ITS,bc1140--bc1156,Malva parviflora,2,"Friday, June 21, 2019",Late June,Pasco,WSU,Pigweed,2019
Cannabis,Cannabaceae,Cannabis,Cannabis,60,0,1,ITS,bc1140--bc1159,Cannabis sativa,2,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Potato,2019
Crop,Cucurbitaceae,Winter Squash or Pumpkin,Cucurbita,60,0,1,ITS,bc1140--bc1159,Cucurbita pepo,3,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Potato,2019
Crop,Asteraceae,Lettuce,Lactuca,60,0,1,trnF,bc1113--bc1143,Lactuca sativa,3,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Potato,2019
Crop,Fabaceae,Pea,Pisum,60,0,1,ITS,bc1140--bc1159,Pisum sativum,2,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Potato,2019
Crop,Solanaceae,Tomato,Solanum,60,0,1,ITS,bc1140--bc1159,Solanum lycopersicum,25,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Potato,2019
Nightshade,Solanaceae,Clammy Groundcherry,Physalis,60,0,1,trnF,bc1113--bc1143,Physalis heterophylla,2,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Potato,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,60,0,1,ITS,bc1140--bc1159,Solanum pinnatisectum,60,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Potato,2019
Potato,Solanaceae,Potato,Solanum,60,0,1,trnF,bc1113--bc1143,Solanum tuberosum,182,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Potato,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,60,0,1,ITS,bc1140--bc1159,Kali turgidum,2,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Potato,2019
Tree,Oleaceae,Ash tree,Fraxinus,60,0,1,trnF,bc1113--bc1143,Fraxinus hupehensis,2,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Potato,2019
Crop,Cucurbitaceae,Cucumber,Cucumis,69,1,0,ITS,bc1133--bc1155,Cucumis sativus,5,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Crop,Polygonaceae,Common Buckwheat,Fagopyrum,69,1,0,trnF,bc1108--bc1112,Fagopyrum esculentum,10,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Crop,Fabaceae,Alfalfa,Medicago,69,1,0,ITS,bc1133--bc1155,Medicago sativa,6,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Crop,Brassicaceae,Radish,Raphanus,69,1,0,trnF,bc1108--bc1112,Raphanus sativus,25,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Crop,Brassicaceae,Radish,Raphanus,69,1,0,ITS,bc1133--bc1155,Raphanus sativus,17,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Crop,Solanaceae,Tomato,Solanum,69,1,0,ITS,bc1133--bc1155,Solanum lycopersicum,2,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Shrub,Theaceae,Camellia,Camellia,69,1,0,trnF,bc1108--bc1112,Camellia reticulata,4,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Grass,Poaceae,Pearl millet,Cenchrus,69,1,0,ITS,bc1133--bc1155,Cenchrus americanus,3,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Grass,Poaceae,Bluebunch Wheat Grass,Pseudoroegneria,69,1,0,trnF,bc1108--bc1112,Pseudoroegneria gracillima,3,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,69,1,0,ITS,bc1133--bc1155,Chenopodium album,377,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Mustard,Brassicaceae,Flixweed or Tansy Mustard,Descurainia,69,1,0,ITS,bc1133--bc1155,Descurainia sophia,2,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Nightshade,Solanaceae,Bittersweet Nightshade,Solanum,69,1,0,ITS,bc1133--bc1155,Solanum dulcamara,6,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Nightshade,Solanaceae,American Black Nightshade,Solanum,69,1,0,ITS,bc1133--bc1155,Solanum nigrum/americanum,4,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,69,1,0,ITS,bc1133--bc1155,Solanum pinnatisectum,3,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,69,1,0,ITS,bc1133--bc1155,Amaranthus hybridus,8,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,69,1,0,ITS,bc1133--bc1155,Kali turgidum,198,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,69,1,0,trnF,bc1108--bc1112,Salsola komarovii,47,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Tree,Oleaceae,Common Olive,Olea,69,1,0,ITS,bc1133--bc1155,Olea europaea,7,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Weed,Amaranthaceae,Epazote,Chenopodium,69,1,0,trnF,bc1108--bc1112,Chenopodium acuminatum,35,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Weed,Asteraceae,Fleabane,Erigeron,69,1,0,ITS,bc1133--bc1155,Erigeron strigosus,7,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Crop,Fabaceae,Alfalfa,Medicago,70,0,0,ITS,bc1134--bc1155,Medicago sativa,8,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Crop,Brassicaceae,Radish,Raphanus,70,0,0,ITS,bc1134--bc1155,Raphanus sativus,64,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Crop,Brassicaceae,Radish,Raphanus,70,0,0,trnF,bc1108--bc1111,Raphanus sativus,8,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Crop,Solanaceae,Tomato,Solanum,70,0,0,ITS,bc1134--bc1155,Solanum lycopersicum,2,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,70,0,0,trnF,bc1108--bc1111,Bassia littorea,2,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,70,0,0,ITS,bc1134--bc1155,Amaranthus hybridus,7,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Potato,Solanaceae,Potato,Solanum,70,0,0,trnF,bc1108--bc1111,Solanum tuberosum,3,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,70,0,0,ITS,bc1134--bc1155,Kali turgidum,23,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,70,0,0,trnF,bc1108--bc1111,Salsola komarovii,20,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Tree,Malvaceae,Large Leaf Linden or Lime,Tilia,70,0,0,trnF,bc1108--bc1111,Tilia platyphyllos,2,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Weed,Amaranthaceae,Saltbush,Chenopodium,70,0,0,ITS,bc1134--bc1155,Atriplex sp.,2,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Crop,Brassicaceae,Radish,Raphanus,71,0,1,ITS,bc1123--bc1155,Raphanus sativus,6,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Grass,Poaceae,Pearl millet,Cenchrus,71,0,1,ITS,bc1123--bc1155,Cenchrus americanus,5,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,71,0,1,ITS,bc1123--bc1155,Chenopodium album,3,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,71,0,1,ITS,bc1123--bc1155,Amaranthus hybridus,2,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Potato,Solanaceae,Potato,Solanum,71,0,1,trnF,bc1098--bc1108,Solanum tuberosum,7,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Weed,Hydrophyllaceae,Franklin’s phacelia,Phacelia,71,0,1,ITS,bc1123--bc1155,Phacelia franklinii,3,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Crop,Cucurbitaceae,Cucumber,Cucumis,72,0,0,ITS,bc1124--bc1155,Cucumis sativus,18,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Crop,Asteraceae,Lettuce,Lactuca,72,0,0,trnF,bc1097--bc1108,Lactuca sativa,19,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Crop,Brassicaceae,Radish,Raphanus,72,0,0,ITS,bc1124--bc1155,Raphanus sativus,21,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Crop,Brassicaceae,Radish,Raphanus,72,0,0,trnF,bc1097--bc1108,Raphanus sativus,12,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Crop,Brassicaceae,Radish,Raphanus,72,0,0,ITS,bc1124--bc1155,Raphanus sativus,10,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,72,0,0,trnF,bc1097--bc1108,Bassia littorea,4,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,72,0,0,ITS,bc1124--bc1155,Bassia scoparia,24,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,72,0,0,ITS,bc1124--bc1155,Chenopodium album,49,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
