date,site,region,host,BLTVA_status,BCTV_status,blh_lifestage
44320,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Moxee,Moxee,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,1,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44327,Pasco,Pasco,Tumble mustard,0,0,nymph
44334,Moxee,Moxee,Tumble mustard,0,0,nymph
44334,Moxee,Moxee,Tumble mustard,0,0,nymph
44334,Moxee,Moxee,Tumble mustard,0,0,nymph
44334,Moxee,Moxee,Tumble mustard,0,0,nymph
44334,Moxee,Moxee,Tumble mustard,0,0,nymph
44334,Moxee,Moxee,Tumble mustard,0,0,nymph
44334,Moxee,Moxee,Tumble mustard,0,0,nymph
44334,Moxee,Moxee,Tumble mustard,0,0,nymph
44334,Moxee,Moxee,Tumble mustard,0,0,nymph
44334,Moxee,Moxee,Tumble mustard,0,0,nymph
44334,Moxee,Moxee,Tumble mustard,0,0,nymph
44334,Moxee,Moxee,Tumble mustard,0,0,nymph
44334,Moxee,Moxee,Tumble mustard,0,0,nymph
44334,Moxee,Moxee,Tumble mustard,0,0,nymph
44334,Moxee,Moxee,Tumble mustard,0,0,nymph
44334,Moxee,Moxee,Tumble mustard,0,0,nymph
44334,Moxee,Moxee,Tumble mustard,0,0,nymph
44334,Pasco,Pasco,Tumble mustard,0,0,nymph
44334,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Moxee,Moxee,Tumble mustard,0,0,nymph
44342,Moxee,Moxee,Tumble mustard,0,0,nymph
44342,Moxee,Moxee,Tumble mustard,0,0,nymph
44342,Moxee,Moxee,Tumble mustard,0,0,nymph
44342,Moxee,Moxee,Tumble mustard,0,0,nymph
44342,Moxee,Moxee,Tumble mustard,0,0,nymph
44342,Moxee,Moxee,Tumble mustard,0,0,nymph
44342,Moxee,Moxee,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,1,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44342,Pasco,Pasco,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,1,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44349,Moxee,Moxee,Tumble mustard,0,0,nymph
44285,Moxee farm,Moxee,Blue mustard,0,0,adult
44285,Moxee farm,Moxee,Blue mustard,0,0,adult
44292,Moxee farm,Moxee,Blue mustard,0,0,adult
44313,Moxee farm,Moxee,Blue mustard,0,0,adult
44313,Moxee farm,Moxee,Blue mustard,0,0,adult
44313,Moxee farm,Moxee,Blue mustard,0,0,adult
44278,Moxee farm,Moxee,Flixweed,0,0,adult
44278,Moxee farm,Moxee,Flixweed,0,1,adult
44278,Moxee farm,Moxee,Flixweed,0,0,adult
44278,Moxee farm,Moxee,Flixweed,0,0,adult
44278,Othello farm,Othello,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,1,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,0,0,adult
44285,Moxee farm,Moxee,Flixweed,1,0,adult
44292,Moxee farm,Moxee,Flixweed,0,1,adult
44292,Moxee farm,Moxee,Flixweed,0,0,adult
44292,Moxee farm,Moxee,Flixweed,0,0,adult
44292,Moxee farm,Moxee,Flixweed,0,0,adult
44292,Moxee farm,Moxee,Flixweed,0,0,adult
44292,Moxee farm,Moxee,Flixweed,0,0,adult
44292,Moxee farm,Moxee,Flixweed,0,0,adult
44292,Moxee farm,Moxee,Flixweed,0,1,adult
44292,Moxee farm,Moxee,Flixweed,0,0,adult
44292,Moxee farm,Moxee,Flixweed,0,0,adult
44292,Moxee farm,Moxee,Flixweed,0,0,adult
44292,Moxee farm,Moxee,Flixweed,0,0,adult
44292,Othello farm,Othello,Flixweed,0,0,adult
44292,Othello farm,Othello,Flixweed,0,0,adult
44292,Othello farm,Othello,Flixweed,0,0,adult
44299,Othello farm,Othello,Flixweed,0,1,adult
44299,Othello farm,Othello,Flixweed,0,0,adult
44299,Moxee farm,Moxee,Flixweed,0,0,adult
44299,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Othello farm,Othello,Flixweed,0,1,adult
44306,Othello farm,Othello,Flixweed,0,0,adult
44306,Othello farm,Othello,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,1,adult
44306,Moxee farm,Moxee,Flixweed,1,1,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,1,1,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,1,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,1,adult
44306,Moxee farm,Moxee,Flixweed,0,1,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,1,0,adult
44306,Moxee farm,Moxee,Flixweed,1,0,adult
44306,Moxee farm,Moxee,Flixweed,1,0,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,1,0,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,1,0,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,0,adult
44306,Moxee farm,Moxee,Flixweed,0,1,adult
44313,Moxee farm,Moxee,Flixweed,0,1,adult
44314,Moxee farm,Moxee,Flixweed,0,0,adult
44315,Moxee farm,Moxee,Flixweed,0,0,adult
44316,Moxee farm,Moxee,Flixweed,0,0,adult
44313,Moxee farm,Moxee,Flixweed,0,0,adult
44313,Moxee farm,Moxee,Flixweed,0,0,adult
44313,Moxee farm,Moxee,Flixweed,0,0,adult
44313,Moxee farm,Moxee,Flixweed,0,0,adult
44313,Moxee farm,Moxee,Flixweed,0,0,adult
44313,Moxee farm,Moxee,Flixweed,0,0,adult
44313,Moxee farm,Moxee,Flixweed,0,0,adult
44313,Moxee farm,Moxee,Flixweed,0,0,adult
44313,Moxee farm,Moxee,Flixweed,0,0,adult
44313,Moxee farm,Moxee,Flixweed,0,0,adult
44313,Moxee farm,Moxee,Flixweed,0,0,adult
44313,Moxee farm,Moxee,Flixweed,0,0,adult
44313,Othello farm,Othello,Flixweed,0,0,adult
44313,Othello farm,Othello,Flixweed,0,0,adult
44313,Othello farm,Othello,Flixweed,0,0,adult
44313,Othello farm,Othello,Flixweed,0,0,adult
44320,Moxee farm,Moxee,Flixweed,0,0,adult
44320,Moxee farm,Moxee,Flixweed,0,0,adult
44320,Moxee farm,Moxee,Flixweed,0,0,adult
44320,Moxee farm,Moxee,Flixweed,0,0,adult
44320,Moxee farm,Moxee,Flixweed,0,0,adult
44320,Moxee farm,Moxee,Flixweed,0,0,adult
44320,Moxee farm,Moxee,Flixweed,0,0,adult
44320,Moxee farm,Moxee,Flixweed,0,0,adult
44320,Moxee farm,Moxee,Flixweed,0,0,adult
44320,Moxee farm,Moxee,Flixweed,0,0,adult
44320,Moxee farm,Moxee,Flixweed,0,0,adult
44320,Othello farm,Othello,Flixweed,0,1,adult
44327,Moxee farm,Moxee,Flixweed,0,0,adult
44327,Moxee farm,Moxee,Flixweed,0,1,adult
44334,Moxee farm,Moxee,Flixweed,0,0,adult
44334,Moxee farm,Moxee,Flixweed,0,0,adult
44334,Moxee farm,Moxee,Flixweed,0,0,adult
44334,Moxee farm,Moxee,Flixweed,0,0,adult
44334,Moxee farm,Moxee,Flixweed,0,0,adult
44334,Othello farm,Othello,Flixweed,0,0,adult
44334,Othello farm,Othello,Flixweed,0,1,adult
44342,Moxee farm,Moxee,Flixweed,0,0,adult
44342,Moxee farm,Moxee,Flixweed,0,0,adult
44342,Moxee farm,Moxee,Flixweed,0,0,adult
44342,Moxee farm,Moxee,Flixweed,0,0,adult
44342,Moxee farm,Moxee,Flixweed,0,1,adult
44342,Moxee farm,Moxee,Flixweed,0,0,adult
44342,Moxee farm,Moxee,Flixweed,0,1,adult
44342,Moxee farm,Moxee,Flixweed,0,1,adult
44342,Moxee farm,Moxee,Flixweed,0,1,adult
44342,Moxee farm,Moxee,Flixweed,0,0,adult
44342,Moxee farm,Moxee,Flixweed,0,0,adult
44342,Moxee farm,Moxee,Flixweed,0,0,adult
44342,Moxee farm,Moxee,Flixweed,0,1,adult
44342,Moxee farm,Moxee,Flixweed,0,0,adult
44342,Moxee farm,Moxee,Flixweed,0,0,adult
44342,Moxee farm,Moxee,Flixweed,0,0,adult
44342,Othello farm,Othello,Flixweed,0,0,adult
44342,Othello farm,Othello,Flixweed,0,0,adult
44342,Othello farm,Othello,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,1,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,1,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,1,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,1,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,1,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,1,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,1,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Moxee farm,Moxee,Flixweed,0,0,adult
44349,Othello farm,Othello,Flixweed,0,0,adult
44349,Othello farm,Othello,Flixweed,0,0,adult
44349,Othello farm,Othello,Flixweed,0,0,adult
44320,Moxee farm,Moxee,Kochia,0,1,adult
44320,Moxee farm,Moxee,Kochia,0,0,adult
44320,Moxee farm,Moxee,Kochia,0,0,adult
44320,Moxee farm,Moxee,Kochia,0,0,adult
44320,Moxee farm,Moxee,Kochia,0,0,adult
44327,Moxee farm,Moxee,Kochia,0,0,adult
44327,Moxee farm,Moxee,Kochia,0,0,adult
44327,Moxee farm,Moxee,Kochia,0,0,adult
44327,Moxee farm,Moxee,Kochia,0,1,adult
44327,Moxee farm,Moxee,Kochia,0,0,adult
44327,Moxee farm,Moxee,Kochia,0,0,adult
44327,Moxee farm,Moxee,Kochia,0,0,adult
44327,Moxee farm,Moxee,Kochia,0,1,adult
44327,Moxee farm,Moxee,Kochia,0,0,adult
44327,Moxee farm,Moxee,Kochia,0,0,adult
44327,Moxee farm,Moxee,Kochia,0,0,adult
44327,Othello farm,Othello,Kochia,0,0,adult
44327,Pasco farm,Pasco,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,1,0,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,0,1,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,0,1,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Moxee farm,Moxee,Kochia,0,0,adult
44334,Othello farm,Othello,Kochia,0,0,adult
44334,Pasco farm,Pasco,Kochia,1,0,adult
44334,Pasco farm,Pasco,Kochia,0,0,adult
44334,Pasco farm,Pasco,Kochia,0,0,adult
44334,Pasco farm,Pasco,Kochia,0,0,adult
44334,Pasco farm,Pasco,Kochia,0,0,adult
44334,Pasco farm,Pasco,Kochia,0,0,adult
44334,Pasco farm,Pasco,Kochia,0,0,adult
44334,Pasco farm,Pasco,Kochia,0,0,adult
44334,Pasco farm,Pasco,Kochia,0,0,adult
44334,Pasco farm,Pasco,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,1,0,adult
44342,Moxee farm,Moxee,Kochia,1,0,adult
44342,Moxee farm,Moxee,Kochia,0,1,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,1,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,1,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
44342,Moxee farm,Moxee,Kochia,0,0,adult
